대피장소명,세부위치명,수용인원,도로명주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
강서구민올림픽체육센터,대체육관,882,시서울특별 강서구 화곡로65길 62 (등촌동),37.55966985,126.850584,2024,화학사고,02-2600-4014,서울특별시 강서구 미래경제국 녹색환경과,2024-06-17
호산초등학교,체육관,721,강원특별자치도 삼척시 원덕읍 삼척로 462-12 (호산리),37.17737516,129.3352297,2021,화학사고,033-570-3332,강원특별자치도 삼척시 안전건설국 환경과,2023-08-24
정라초등학교,체육관,850,강원특별자치도 삼척시 정상로3길 5 (정상동),37.44428084,129.1768761,2025,화학사고,033-570-3332,강원특별자치도 삼척시 안전건설국 환경과,2025-09-10
고강다목적체육센터,체육관,1306,경기 부천시 오정구 수주로 61 (고강동),37.52908373,126.8245095,2025,화학사고,032-625-3161,경기도 부천시 경제환경국 환경정책과,2025-05-27
청하면행정복지센터,회의실,125,경북 포항시 북구 청하면 청하로217번길 22 (덕성리),36.19956234,129.3379472,2026,화학사고,054-270-3112,경상북도 포항시청 환경정책과,2026-03-02
영덕국민체육센터,체육관,1100,경상북도 영덕군 영덕읍 강변길 290(화개리),36.417743,129.365478,2017,화학사고,054-730-7191,경상북도 영덕군 환경위생과,2026-04-22
물맑은양평체육관,체육관,4380,경기도 양평군 양평읍 마유산로 11 (양근리),37.49672797,127.4857525,2020,화학사고,031-770-2581,경기도 양평군 경제산업국 환경과,2024-05-20
용문국민체육센터,체육관,6037,경기 양평군 용문면 용문체육공원길 55 (마룡리),37.4918684,127.6060095,2025,화학사고,031-775-7911,경기도 양평군 환경교육국 기후환경과,2025-08-26
홍천종합체육관,체육관,1590,강원특별자치도 홍천군 홍천읍 태학여내길 22 (태학리),37.708614,127.908086,2021,화학사고,033-430-2627,강원특별자치도 홍천군 건설안전국 환경과,2026-04-22
가산체육문화센터,배드민턴경기장,3499,경기 포천시 가산면 감암길 27-1 (감암리),37.85001947,127.1863031,2026,화학사고,031-538-2258,경기도 포천시 경제환경국 환경지도과,2026-01-16
소흘국민체육센터,체육관,2416,경기 포천시 소흘읍 호국로523번길 59-90 (이동교리),37.82127015,127.1271033,2026,화학사고,031-538-2258,경기도 포천시 경제환경국 환경지도과,2026-01-16
신북면행정복지센터,대피소,620,경기도 포천시 신북면 호국로 2065 (기지리),37.933947,127.226425,2021,화학사고,031-538-2258,경기도 포천시 경제환경국 환경지도과,2025-08-28
오창고등학교,강당,1333,충청북도 청주시 청원구 오창읍 괴정1길 10(괴정리),36.73443626,127.4615095,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
솔밭초등학교,강당,970,충청북도 청주시 흥덕구 대농로 42(복대동),36.64111108,127.4268245,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
경덕초등학교,강당,1450,충청북도 청주시 흥덕구 장구봉로 36(가경동),36.62158106,127.4384455,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
오송고등학교,강당 및 급식소,640,충청북도 청주시 흥덕구 오송읍 오송생명3로 95(연제리),36.62968139,127.3259204,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
오송초등학교,강당,1212,충청북도 청주시 흥덕구 오송읍 오송2길 26(오송리),36.61218287,127.3261609,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
봉정초등학교,강당,2666,충청북도 청주시 흥덕구 월명로140번길 37(봉명동),36.64747706,127.4574522,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
한벌초등학교,강당,1866,충청북도 청주시 서원구 흥덕로 16(사직동),36.63758997,127.474787,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
사직초등학교,강당,2424,충청북도 청주시 서원구 남사로 25(사직동),36.63042483,127.4770288,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
성호체육문화센터,체육관,4358,경기 안산시 상록구 성호로 43 (일동),37.30964018,126.8668107,2025,화학사고,031-481-2243,경기도 안산시 환경녹지국 환경정책과,2025-12-16
대문초등학교,체육관(2층),1944,대전광역시 중구 송리로 11(문화동),36.3066318,127.4005974,2021,화학사고,042-606-7303,대전광역시 중구 생활환경국 기후환경과,2026-04-22
율량초등학교,강당,1261,충청북도 청주시 청원구 율봉로212번길 14(율량동),36.66737958,127.4919508,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
중앙초등학교,강당,1198,충청북도 청주시 청원구 율봉로 287(율량동),36.66686201,127.5004236,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
청주실내체육관,청주실내체육관,1156,충청북도 청주시 서원구 사직대로 229(사직동),36.63657375,127.4734496,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
수성초등학교,강당,1202,충청북도 청주시 청원구 내수읍 내수로 601(내수리),36.71886833,127.5260669,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
오창초등학교,강당,861,충청북도 청주시 청원구 오창읍 팔결로 690(장대리),36.74075108,127.4571323,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
청주소로초등학교,강당,1353,충청북도 청주시 흥덕구 옥산면 오송가락로1020(가락리),36.67263981,127.3909387,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
비봉초등학교,강당,1080,충청북도 청주시 청원구 오창읍 구룡2길 10(구룡리),36.71302006,127.413595,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
옥산초등학교,강당,464,충청북도 청주시 흥덕구 옥산면 옥산시내1길 19(오산리),36.66391435,127.3737222,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
옥산중학교,강당,2083,충청북도 청주시 흥덕구 옥산면 오산1길 41(오산리),36.67049773,127.3699965,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
풍광초등학교,강당,1390,충청북도 청주시 흥덕구 풍산로47번길 58(가경동),36.62941107,127.4347782,2023,화학사고,043-201-1652,충청북도 청주시,2026-03-26
흥덕초등학교,강당,1284,충청북도 청주시 흥덕구 흥덕로 121(운천동),36.64514778,127.4741142,2023,화학사고,043-201-1652,충청북도 청주시,2026-03-26
운천초등학교,강당,1276,충청북도 청주시 흥덕구 무심서로 721(운천동),36.65364252,127.4738698,2023,화학사고,043-201-1652,충청북도 청주시,2026-03-26
대명여자고등학교,강당,833,부산광역시 동래구 시실로 135 (명장동),35.21209907,129.0962082,2021,화학사고,051-550-4397,부산광역시 동래구 문화환경국 환경위생과,2021-09-27
남일초등학교,강당,1190,충청북도 청주시 상당구 남일면 단재로 630(쌍수리),36.5754434,127.5096704,2023,화학사고,043-201-1652,충청북도 청주시,2026-03-26
새터초등학교,강당,853,충청북도 청주시 청원구 새터로 224(사천동),36.66741601,127.4706998,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
서원고등학교,강당,1318,충청북도 청주시 흥덕구 가경로 49(가경동),36.61948922,127.4407134,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
작전서운동 주민센터 본관,본관 2층,470,인천광역시 계양구 효서로 361(작전동),37.52813063,126.7364367,2021,화학사고,032-450-4843,인천광역시 계양구 작전서운동행정복지센터,2026-04-22
명지중학교,체육관,852,충청남도 서산시 대산읍 명지1로 15,36.9676523,126.4102621,2021,화학사고,041-661-8278,충청남도 서산시 환경녹지국 기후환경대기과,2026-04-23
동양중학교,체육관 교실,876,부산광역시 부산진구 백양산로 96 (부암동),35.1773761,129.0317144,2021,화학사고,051-605-4395,부산광역시 부산진구 문화경제국 환경위생과,2023-08-17
개성중학교,강당,1172,부산광역시 부산진구 엄광로 176-12 (가야동),35.1469443,129.0328775,2021,화학사고,051-605-4395,부산광역시 부산진구 문화경제국 환경위생과,2023-08-17
서산시민체육관,체육관,1780,충청남도 서산시 안견로 661,36.7978071,126.4360434,2021,화학사고,041-661-8278,충청남도 서산시 환경녹지국 기후환경대기과,2026-04-23
부산정보고등학교,강당,480,부산 부산진구 화지로 24 (양정동),35.1775236,129.0645205,2025,화학사고,051-605-4395,부산광역시 부산진구 문화경제국 환경위생과,2025-08-13
성북초등학교,강당,1254,부산 부산진구 황령대로 79 (전포동),35.15124225,129.0681859,2025,화학사고,051-605-4395,부산광역시 부산진구 문화경제국 환경위생과,2025-08-13
김포생활체육관,체육관,10264,경기도 김포시 김포한강8로 198-3(마산동),37.64041552,126.6448998,2021,화학사고,031-980-5655,경기도 김포시 환경국 환경지도과,2021-10-01
신평사랑채 노인복지관,본관,93,부산광역시 사하구 다대로130번길 34(신평동),35.09153399,128.9772359,2021,화학사고,051-220-4424,부산광역시 사하구 경제환경국 환경과,2021-10-30
신남초등학교,다목적실,1077,부산광역시 사하구 비봉로 88(하단동),35.09885859,128.9617103,2021,화학사고,051-220-4424,부산광역시 사하구 경제환경국 환경과,2021-10-30
김포시민회관,체육관,2109,경기도 김포시 사우중로 26(사우동),37.61713729,126.7180419,2023,화학사고,031-980-5655,경기도 김포시 환경국 환경지도과,2023-06-25
고촌읍행정복지센터,2층 대회의실,619,경기 김포시 고촌읍 장차로 14 (신곡리),37.60330465,126.7709491,2025,화학사고,031-980-5655,경기도 김포시 환경국 환경지도과,2025-08-20
윤봉길체육관,체육관,365,충청남도 예산군 예산읍 예산로 352(향천리),36.677008,126.8601346,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
삽교국민체육관,1층,763,충청남도 예산군 삽교읍 신가꽃산서길 115(신가리),36.6856074,126.7396716,2021,화학사고,041-339-7512 ,충청남도 예산군 산업건설국 환경과,2021-10-12
남악주민다목적생활체육관,남악주민다목적생활체육관,2037,전라남도 무안군 삼향읍 남악로 327 (남악리),34.80593,126.475525,2021,화학사고,061-450-5569,전라남도 무안군 환경과,2024-08-19
의성국민체육센터,2층 체육관,730,경상북도 의성군 단북면 안계길 251(노연리),36.39215295,128.4286915,2025,화학사고,054-830-6179,경상북도 의성군 도시환경국 환경축산과,2026-04-23
관악구민종합체육센터,강당,8467,서울특별시 관악구 낙성대로3길 37 (봉천동),37.47307912,126.9603396,2023,화학사고,02-879-6275,서울특별시 관악구 청년문화국 녹색환경과,2026-04-23
무주국민체육센터,체육관,2000,전북특별자치도 무주군 무주읍 최북로 38(당산리),36.0012845,127.6657632,2014,화학사고,063-320-5601,전북특별자치도 무주군 산업건설국 시설체육운영과,2021-09-16
무주예체문화관,강당,500,전북특별자치도 무주군 무주읍 한풍루로 326-17(당산리),36.002357,127.6625197,2003,화학사고,063-320-5601,전북특별자치도 무주군 산업건설국 시설체육운영과,2021-09-16
인평초등학교,강당,712,경상북도 칠곡군 북삼읍 북삼로8길 10(인평리),36.072065,128.336749,2023,화학사고,054-979-6694,경상북도 칠곡군 건설안전국 환경관리과,2025-08-26
도척초등학교,전체,1698,경기 광주시 도척면 노곡로 33 (노곡리),37.30352776,127.3318501,2026,화학사고,031-760-3765,경기도 광주시 기후산림국 수질정책과,2026-04-24
도수초등학교,본관,562,경기도 광주시 퇴촌면 도수길 11 (도수리),37.4720374,127.317711,2024,화학사고,031-760-3765,경기도 광주시 기후산림국 수질정책과,2026-04-24
곤지암초등학교,체육관,600,경기 광주시 곤지암읍 곤지암로 70-13 (곤지암리),37.34966983,127.3381352,2024,화학사고,031-760-3765,경기도 광주시 기후산림국 수질정책과,2026-04-24
안성초등학교,체육관,602,경기 안성시 혜산로 13 (구포동),37.0122701,127.2725354,2025,화학사고,031-674-5803,경기도교육청 경기도안성교육지원청 안성초등학교,2026-04-27
백성초등학교,체육관,942,경기 안성시 아양3로 41 (옥산동),37.00545178,127.2520428,2025,화학사고,031-674-3232,경기도교육청 경기도안성교육지원청 백성초등학교,2026-04-27
북면생활형국민체육센터,체육관,1189,경기 가평군 북면 가화로 999 (목동리),37.88610866,127.5477147,2026,화학사고,031-580-4277,경기도 가평군 북면,2026-03-27
상면국민체육센터,체육관,1126,경기 가평군 상면 비룡로 2253 (연하리),37.80386105,127.3489121,2026,화학사고,031-580-4165,경기도 가평군 상면,2026-03-27
설악반다비문화체육센터,체육관2층,3067,경기 가평군 설악면 자잠로 80 (선촌리),37.68346308,127.4923648,2025,화학사고,031-585-3008,경기도 가평군,2025-06-25
청평호반문화체육센터,체육관3층,3974,경기 가평군 청평면 은고개로 39 (청평리),37.73920442,127.4243472,2025,화학사고,031-8078-7310,경기도 가평군 경제산업국 문화체육과,2025-06-25
첨단다목적체육센터,체육관,1692,광주광역시 광산구 첨단강변로 76(산월동),35.21325,126.852851,2021,화학사고,062-960-9923,광주광역시 광산구 환경녹지국 기후환경과,2021-09-30
광산구청,강당,736,광주광역시 광산구 광산로29번길 15(송정동),35.1394559,126.7936985,2021,화학사고,062-960-8447,광주광역시 광산구 환경녹지국 기후환경과,2021-09-30
수완동 행정복지센터,강당,409,광주광역시 광산구 장덕로 158(수완동),35.197062,126.8257461,2021,화학사고,062-960-8447,광주광역시 광산구 환경녹지국 기후환경과,2021-09-30
광산농악전수교육관,교육관,310,광주광역시 광산구 하남지실길 255-94(산정동),35.173644,126.790179,2021,화학사고,062-960-8892,광주광역시 광산구 환경녹지국 기후환경과,2021-09-30
양대초등학교,강당(2층),875,충청남도 천안시 서북구 입장면 성진로 858(하장리),36.91495738,127.2263702,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
삼은초등학교,강당,923,충청남도 천안시 서북구 직산읍 삼은2길 11(삼은리),36.87800388,127.1481491,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
천안인애학교,강당,760,충청남도 천안시 성거읍 봉주로 229(소우리),36.87931021,127.1718026,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
성거초등학교,강당,207,충청남도 천안시 서북구 성거읍 소댕이3길 606-21(송남리),36.87185249,127.1997243,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
천안업성고등학교,강당,900,충청남도 천안시 서북구 업성3길 65-11(업성동),36.86199883,127.1373113,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
천안두정고등학교,강당(3층),1080,충청남도 천안시 서북구 두정고2길 13(두정동),36.83526697,127.1303529,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
환서초등학교,강당(2층),927,충청남도 천안시 서북구 한들2로 34-41(백석동),36.82815727,127.1224572,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
천안월봉초등학교,강당(2층),848,충청남도 천안시 서북구 월봉4로 120-8(쌍용동),36.79649694,127.1153133,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
천안새샘초등학교,강당,1062,충청남도 천안시 동남구 통정9로 58(신방동),36.77089264,127.1308304,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
용정초등학교,강당,558,충청남도 천안시 동남구 풍세면 용정길 8-7(용정리),36.74496218,127.101393,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
미죽초등학교,강당,175,충청남도 천안시 동남구 풍세면 미죽2길 7(미죽리),36.73787026,127.1510242,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
풍세초등학교,강당,940,충청남도 천안시 동남구 풍세면 풍세2길 5(풍서리),36.72605013,127.1179597,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
신흥초등학교,강당,889,충청남도 천안시 동남구 목천읍 신계5길 27(신계리),36.773799,127.2166344,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
신사초등학교,강당,788,충청남도 천안시 동남구 성남면 신사대화로 155(신사리),36.74274943,127.2371469,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
천남중학교,강당,971,충청남도 천안시 동남구 성남면 신사대화로 403(대화리),36.73148563,127.259827,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2026-04-27
화암초등학교,체육관,960,울산광역시 동구 화문로 55(방어동),35.48402806,129.4156353,2021,화학사고,052-209-3563,울산광역시 동구 해양환경국 환경위생과,2021-07-01
전하2동주민센터,대강당 프로그램실,1160,울산광역시 동구 진성4길 45(전하동),35.50881465,129.4265815,2021,화학사고,052-209-3563,울산광역시 동구 해양환경국 환경위생과,2021-07-01
남목1동주민센터,다목적실,650,울산광역시 동구 방어진순환도로 1170(서부동),35.53920674,129.4208147,2021,화학사고,052-209-3563,울산광역시 동구 해양환경국 환경위생과,2021-07-01
녹수초등학교,체육관,1660,울산광역시 동구 봉수로 545(서부동),35.53081083,129.4285881,2021,화학사고,052-209-3563,울산광역시 동구 해양환경국 환경위생과,2021-07-01
이천사동초등학교,강당,746,경기도 이천시 대월면 경충대로2003번길 124-87 (사동리),37.24201259,127.4870916,2021,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2021-10-15
효양고등학교,체육관,3583,경기도 이천시 부발읍 효양로 214 (신하리),37.26541886,127.4796327,2021,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2021-10-15
아미초등학교,체육관,546,경기도 이천시 부발읍 신아로92번길 32(아미리),37.25818,127.491077,2023,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2023-08-07
호법초등학교,다목적체육관,764,경기도 이천시 호법면 이섭대천로537번길 8(후안리),37.224201,127.427461,2023,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2023-08-07
표교초등학교,다목적실(보름관),603,경기도 이천시 마장면 중부대로609번길 28-1(목리),37.256779,127.405777,2023,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2023-08-07
효양중학교,강당,852,경기 이천시 부발읍 효양로 231 (산촌리),37.26580417,127.4821747,2024,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2024-08-21
안양서중학교,별관 4층 체육관,3072,경기도 안양시 만안구 창박로 26(안양동),37.38574827,126.904466,2021,화학사고,031-8045-5822,경기도 안양시 환경국 환경정책과,2026-04-28
호계다목적체육관,배드민턴장 탁구장 등,4237,경기도 안양시 동안구 귀인로80번길52(호계동),37.38039,126.9469,2021,화학사고,031-8045-5822,경기도 안양시 환경국 환경정책과,2026-04-28
태봉초등학교,체육관,469,강원특별자치도 원주시 흥양로51번길 113 (태장동),37.38596,127.95658,2021,화학사고,033-737-3042,강원특별자치도 원주시 환경국 기후대응과,2026-04-24
문막초등학교,체육관,1360,강원특별자치도 원주시 문막읍 건등로 28-11 (건등리),37.31288,127.820611,2021,화학사고,033-737-3042,강원특별자치도 원주시 환경국 기후대응과,2026-04-27
성룡초등학교,강당,719,대전광역시 서구 갈마역로 125(월평동),36.36144283,127.3731519,2021,화학사고,042-288-3513,대전광역시 서구 경제환경국 기후환경과,2023-08-16
횡성실내체육관,체육관,631,강원특별자치도 횡성군 횡성읍 문화체육로 57 (북천리),37.49616129,127.9891516,2001,화학사고,033-340-5962,강원특별자치도 횡성군 행정복지국 교육체육과,2026-04-28
월랑초등학교,체육관,1136,충청남도 아산시 음봉로 515-50(월랑리),36.845796,127.068837,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2026-04-29
탕정면행정복지센터,강당,393,충청남도 아산시 탕정면 탕정면로 36(명암리),36.798518,127.0610988,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2026-04-29
영인면행정복지센터,회의실,181,충청남도 아산시 영인면 영인로 78(아산리),36.8565663,126.9548211,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2026-04-29
영인초등학교,체육관,752,충청남도 아산시 영인면 여민루길 20(아산리),36.8540375,126.9531511,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2026-04-29
용연초등학교,다목적강당,976,경남 양산시 하북면 용연로 110 (백록리),35.44962424,129.0752308,2025,화학사고,055-392-3582,경상남도 양산시 환경녹지국 수질관리과,2026-04-29
황산초등학교,강당,723,경상남도 양산시 물금읍 화합5길 12(범어리),35.33111597,129.0095167,2022,화학사고,055-392-3582,경상남도 양산시 환경녹지국 수질관리과,2026-04-29
거창군종합사회복지센터,종합사회복지관,160,경남 거창군 거창읍 아림로 66 (중앙리),35.68906475,127.909834,2025,화학사고,055-940-3514,경상남도 거창군 안전건설국 안전총괄과,2025-08-20
정선초등학교,체육관,5560,강원특별자치도 정선군 정선읍 비봉로 15 (봉양리),37.3818207,128.6594509,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
영주국민체육센터,강당,1500,경상북도 영주시 가흥로 109 (가흥동),36.8066599,128.6065441,2025,화학사고,054-639-7623,경상북도 영주시 문화복지국 체육진흥과,2026-04-30
풍기체육회관,강당,250,경상북도 영주시 풍기읍 소백로 2011-28 (산법리),36.8783658,128.5388726,2025,화학사고,054-639-7623,경상북도 영주시 문화복지국 체육진흥과,2026-04-30
남원공설운동장실내체육관,체육관,2053,전북특별자치도 남원시 충정로 341(월락동),35.430644,127.40235,2002,화학사고,063-620-6913,전북특별자치도 남원시 안전건설국 환경과,2026-04-30
아림고등학교,체육관,686,경상남도 거창군 거창읍 정장길 19(김천리),35.67736,127.9135,2021,화학사고,055-940-3514,경상남도 거창군 안전건설국 환경과,2026-04-30
경희고등학교,4층 강당,756,서울특별시 동대문구 경희대로 26 (회기동),37.5947,127.055,1999,화학사고,02-2127-4639,서울특별시 동대문구 미래환경국 기후환경과,2026-04-27
고양일고등학교,2층 강당,899,경기도 고양시 덕양구 읍내로 13(고양동),37.699683,126.901209,2021,화학사고,031-8075-2645,경기도 고양시 기후환경국 환경정책과,2021-10-05
행주초등학교,2층 다목적실,374,경기도 고양시 덕양구 행주로17번길 70(행주내동),37.603299,126.824715,2021,화학사고,031-8075-2645,경기도 고양시 기후환경국 환경정책과,2021-10-05
상주시 실내체육관,체육관 구관/신관,1338,경상북도 상주시 북상주로 24-7,36.43160881,128.1629672,2023,화학사고,054-537-7357,경상북도 상주시 경제산업국 환경관리과,2024-05-20
동패고등학교 교사동,교사동,2375,경기도 파주시 교하로 350(동패동),37.710945,126.734411,2021,화학사고,031-940-8472,경기도 파주시 환경국 기후위기대응과,2021-11-01
마정초등학교,교실,535,경기도 파주시 문산읍 마정로124번길 13(마정리),37.89226,126.760142,2021,화학사고,031-940-8472,경기도 파주시 환경국 기후위기대응과,2021-11-01
연풍초등학교,체육관,780,경기도 파주시 파주읍 연풍초교길 25(연풍리),37.831067,126.834769,2022,화학사고,031-940-8472,경기도 파주시 환경국 기후위기대응과,2022-03-22
갈현초등학교,강당  교실,1530,경기도 파주시 탄현면평화로591번길 76(갈현리),37.772081,126.71677,2022,화학사고,031-940-8472,경기도 파주시 환경국 기후위기대응과,2022-03-22
조리 배드민턴전용구장,체육관,1024,경기 파주시 조리읍 봉천로 80 (봉일천리),37.74589743,126.8043679,2025,화학사고,031-940-8472,경기도 파주시 환경국 기후위기대응과,2025-08-24
교하중학교,강당,1180,경기 파주시 책향기로 194 (동패동),37.72281294,126.7208925,2025,화학사고,031-940-8472,경기도 파주시 환경국 기후위기대응과,2025-08-24
교하초등학교,강당,609,경기 파주시 동편길 13 (교하동),37.75372445,126.7470599,2025,화학사고,031-940-8472,경기도 파주시 환경국 기후위기대응과,2025-08-24
경기섬유종합지원센터,대강당 등,1774,경기 양주시 평화로 1215 (산북동),37.79920049,127.045316,2026,화학사고,031-8082-6313,경기도 양주시 환경안전국 환경정책과,2026-05-04
천동초등학교,강당,263,대전광역시 동구 천동초등동길 60(천동),36.316024,127.445627,2021,화학사고,042-251-4546,대전광역시 동구 복지환경국 환경과,2026-05-04
동구청소년자연수련원,체육관,356,대전광역시 동구 산내로474번길 123(상소동),36.22347,127.45006,2021,화학사고,042-251-4546,대전광역시 동구 복지환경국 환경과,2026-05-04
충남중학교,강당,438,대전광역시 동구 계족로 123(신흥동),36.32445,127.44398,2021,화학사고,042-251-4546,대전광역시 동구 복지환경국 환경과,2026-05-04
용전초등학교,실내체육관,383,대전광역시 동구 계족로505번길 49(용전동),36.3564,127.43036,2021,화학사고,042-251-4546,대전광역시 동구 복지환경국 환경과,2026-05-04
성남다목적체육관,체육관,702,대전광역시 동구 성남로 33 (성남동),36.3426221,127.43079,2022,화학사고,042-251-4546,대전광역시 동구 복지환경국 환경과,2026-05-04
병영면게이트볼장,체육시설,552,전라남도 강진군 병영면 장강로 1064-6(성남리),34.71742306,126.8129622,2021,화학사고,061-430-3303,전라남도 강진군 환경과,2021-10-25
군동면게이트볼장,체육시설,552,전라남도 강진군 군동면 진흥로 324-7(라천리),34.64403987,126.8165781,2021,화학사고,061-430-3303,전라남도 강진군 환경과,2021-10-25
고양체육관,1층 체육관,2962,경기도 고양시 일산서구 중앙로 1601(대화동),37.674737,126.741777,2021,화학사고,031-8075-2645,경기도 고양시 기후환경국 환경정책과,2021-10-05
호곡초등학교,4층 체육관,589,경기도 고양시 일산서구 탄현로 109(탄현동),37.700843,126.767024,2021,화학사고,031-8075-2645,경기도 고양시 기후환경국 환경정책과,2021-10-05
황룡초등학교,체육관,1653,경기 고양시 일산서구 탄현로 75 (탄현동),37.698132,126.768739,2025,화학사고,031-8075-2645,경기도 고양시 기후환경국 환경정책과,2025-07-14
신일비지니스고등학교,5층 강당,1316,경기 고양시 일산서구 킨텍스로 452 (일산동),37.682787,126.762191,2025,화학사고,031-8075-2645,경기도 고양시 기후환경국 환경정책과,2025-07-14
일산은행초등학교,체육관,922,경기 고양시 일산동구 은행마을로 70 (식사동),37.66921,126.806946,2025,화학사고,031-8075-2645,경기도 고양시 기후환경국 환경정책과,2025-07-14
고양어울림누리,체육관,2573,경기 고양시 덕양구 어울림로 33 (성사동),37.648975,126.833415,2025,화학사고,031-8075-2645,경기도 고양시 기후환경국 환경정책과,2025-07-14
고양고등학교,강당,1635,경기 고양시 덕양구 삼송로 171 (삼송동),37.65333,126.890996,2025,화학사고,031-8075-2645,경기도 고양시 기후환경국 환경정책과,2025-07-14
칠량면게이트볼장,체육시설,501,전라남도 강진군 칠량면 칠량로 72-1(영동리),34.57232387,126.7983937,2021,화학사고,061-430-3303,전라남도 강진군 환경과,2021-10-25
동천체육관,체육관,769,울산광역시 중구 염포로 85 (남외동),35.56233822,129.3504554,2000,화학사고,052-294-4120,울산시설공단,2025-08-25
마차8리마을회관,회관,77,강원특별자치도 영월군 북면 밤재로 491-1 (마차리),37.270389,128.47581,2021,화학사고,033-370-4811,강원특별자치도 영월군 북면,2021-09-24
실내체육관,실내체육관,4750,강원특별자치도 영월군 제방안길 100 (하송리),37.17688,128.464933,2023,화학사고,033-370-2332,강원특별자치도 영월군  환경위생과,2023-08-31
진정초등학교,본관,149,경상남도 하동군 금남면 진정1길 10(진정리),34.98533892,127.8248456,2021,화학사고,055-880-2573,경상남도 하동군 문화환경국 환경보호과,2026-05-04
문화체육회관,체육관,2211,강원특별자치도 양구군 양구읍 양록길23번길 17 (상리),38.10835824,127.9843881,2021,화학사고,033-480-7280,강원특별자치도 양구군 행정복지국 환경과,2026-05-04
보성다향체육관,강당,4816,전라남도 보성군 보성읍 용문길 18(보성리),34.7721,127.09463,2023,화학사고,061-850-5332,전라남도 보성군 기후환경과,2021-12-02
벌교스포츠센터,강당,6204,전라남도 보성군 벌교읍 신정길 4-129(장양리),34.83956,127.36152,2023,화학사고,061-850-5332,전라남도 보성군 기후환경과,2021-12-02
농어민문화체육센터,체육관,1120,전라남도 완도읍 개포로 111(군내리),34.315781,126.741555,2021,화학사고,061-550-5506,전라남도 완도군청 환경수질관리과,2022-09-21
효신초등학교,강당,931,대구광역시 동구 동부로34길 70 (신천동),35.872615,128.63176,2021,화학사고,053-662-2604,대구광역시 동구 경제환경국 환경과,2021-09-30
효목초등학교,강당,1525,대구광역시 동구 화랑로27길 25 (효목동),35.876761,128.642665,2021,화학사고,053-662-2604,대구광역시 동구 경제환경국 환경과,2021-09-30
